feature1,feature2,label
-1.8895,-2.4726,0
2.9715,0.4500,1
-2.2759,2.5702,1
0.1398,1.0964,1
-2.6671,-2.3231,0
2.2697,2.1418,1
2.9816,0.4986,1
-1.2517,-1.6123,0
1.9628,1.1720,1
1.8340,-2.6900,0
-2.9674,-2.7797,0
2.4055,1.3805,1
2.6799,-0.5416,1
2.7722,-1.5680,1
1.5805,-0.3912,1
1.2110,0.2102,1
2.8361,1.0204,1
-0.8189,-0.6446,0
2.1290,-0.4898,1
-2.8036,-1.2419,0
1.3859,-0.1300,1
1.8794,2.6294,1
0.1156,-2.5876,0
-1.8446,1.3793,1
-0.0366,2.4038,1
-2.9880,-2.7149,0
0.3286,0.0666,1
-2.6456,-1.1057,0
2.7939,-2.2348,0
1.6386,-1.9731,0
-0.0855,1.7085,1
2.4345,-0.7777,1
0.4280,0.3523,1
2.1685,-1.6120,0
1.0179,1.7868,1
-2.3554,-2.1772,0
-2.7042,2.1066,1
1.8830,0.7998,1
-1.5472,1.0644,1
-0.5007,0.3816,1
0.1285,0.1090,1
-1.8622,-2.5821,0
-1.4299,0.7732,1
0.0264,-1.5908,0
2.0849,-0.2671,1
-0.2427,-1.2832,0
0.3570,-1.7576,0
0.8590,0.4076,1
2.6202,1.8448,1
-2.8492,-1.5281,0
2.6146,-2.4776,0
0.2251,-1.0722,0
-0.8565,1.0250,1
-1.1078,-1.9194,0
-2.7670,0.8011,0
2.5787,2.0562,1
-1.1324,1.4016,1
1.1378,0.9701,1
-1.6339,0.2272,0
-1.7381,-0.3685,0
0.0963,-0.3362,0
1.1430,-1.2960,0
-0.9349,-2.0280,0
2.9306,-2.4275,0
-2.9754,1.0680,0
-1.2590,2.7734,1
1.9834,-1.2200,1
2.6466,2.2515,1
-0.9945,1.1169,1
1.8336,2.7973,1
1.5913,-0.4550,1
-1.8500,1.2215,1
1.6156,2.0276,1
1.2336,0.4316,1
0.2201,-1.7096,0
2.4909,0.1113,1
-0.3701,-2.4356,0
-0.0232,-1.4979,0
-0.0680,-0.7034,0
0.4714,1.5239,1
-1.3431,-1.1498,0
0.8352,2.9628,1
0.0152,2.9468,1
0.6063,-0.0610,1
0.0699,2.1500,1
0.3544,-0.6214,0
-2.8989,1.3497,0
1.5507,2.5089,1
0.5389,2.8059,1
2.7086,1.2514,1
0.8214,1.6782,1
1.5404,-1.6025,0
-1.5597,-0.5768,0
-1.3636,-0.6241,0
0.0873,-1.1519,0
-0.7600,-1.5901,0
2.2142,1.8922,1
1.3898,-0.5623,1
-1.3532,1.5920,1
-2.1952,-0.5679,0
2.2448,-0.2447,1
-2.1324,0.7713,0
-1.8177,2.2978,1
-1.2524,-2.8789,0
-0.6492,0.9878,1
-1.4172,-0.1473,0
-2.7842,2.1521,1
-2.5977,-2.9315,0
0.7882,2.7468,1
-1.5221,0.0085,0
-2.4636,-2.6065,0
2.8033,1.2396,1
1.3852,-2.6409,0
-1.7714,-2.5979,0
0.3344,-2.5202,0
1.0075,0.8692,1
-1.9036,-2.2688,0
-0.7029,0.4375,0
2.5269,2.0412,1
2.0135,1.1224,1
0.0088,-0.4702,0
-0.8386,-1.9352,0
-0.1445,-2.3636,0
-1.5664,2.2247,1
-2.0711,-2.7148,0
-2.1574,1.7401,1
-1.0543,-0.9342,0
-1.1308,0.6081,1
2.2853,-2.5158,0
2.4286,-2.8675,0
-2.8870,-1.2948,0
-1.7360,2.1670,1
2.8891,0.6437,1
-1.5575,-1.3118,0
1.0390,2.2328,1
-1.0150,2.5316,1
-0.0042,2.3489,1
-1.3576,-2.9865,0
0.5817,-0.2029,1
0.0604,1.3726,1
-1.0130,2.4642,1
0.7124,1.1426,1
-2.9899,2.9001,1
0.1459,-2.7111,0
0.6871,0.7685,1
-0.7366,1.0520,1
-0.9123,-2.0620,0
-0.5878,0.1617,0
-0.3290,-1.8805,0
-0.6103,0.6444,1
-0.9650,-2.9251,0
1.2869,-2.2532,0
-0.0681,-1.2751,0
-1.8696,-2.4353,0
-0.5533,1.3492,1
1.2386,2.9227,1
2.7480,0.5300,1
0.6374,-2.0720,0
1.3043,1.1390,1
-0.4652,-0.4322,0
-2.0229,1.5958,1
-0.2360,-0.4717,0
-0.9331,-1.5282,0
2.2673,1.7886,1
1.9208,2.4857,1
-2.0055,-0.3551,0
0.3321,-1.7910,0
-1.6499,0.3692,0
1.8591,-2.8301,0
-1.5850,-1.3312,0
-2.0388,1.9415,1
2.9892,-1.5472,1
-2.4755,1.6486,1
-0.4817,2.4290,1
-0.5036,2.2842,1
-2.2869,-0.0081,0
0.0109,1.2820,1
-2.5869,1.0856,0
-0.8800,1.0577,1
1.3667,2.1158,1
-1.1766,0.9368,1
2.0765,2.4706,1
1.5164,0.0711,1
2.5811,-1.6634,0
1.9277,1.4940,1
2.4677,-1.0473,1
0.2185,1.3340,1
-2.0996,1.5249,1
1.6287,2.8348,1
2.0451,-1.4369,1
-1.9595,0.1412,0
2.2281,0.8265,1
-1.2715,2.7922,1
-2.0315,1.7933,1
2.0233,1.1152,1
1.7134,1.9520,1
2.8090,0.4841,1
1.1135,-1.6068,0
2.8216,-2.0003,1
-2.5702,0.7414,0
0.8780,-1.1065,0
2.3584,2.5991,1
1.6974,-2.5875,0
-1.0871,-1.1715,0
2.3635,0.4422,1
2.2201,-2.1206,0
1.4013,1.3483,1
-0.3289,1.8786,1
2.9309,0.9107,1
-1.2793,0.7362,0
-0.8075,0.8371,1
-1.4689,-1.5918,0
1.0618,2.0019,1
-0.2508,-2.6857,0
-1.6566,1.0201,1
2.0184,-0.0167,1
-2.9693,-0.4986,0
-1.0037,-0.2824,0
2.8485,-1.6828,1
1.5275,-0.9472,1
-0.4749,1.3059,1
1.9247,-2.6582,0
1.2545,-0.2817,1
0.3779,-0.8087,0
-2.4311,-0.6437,0
-1.8892,0.6891,0
1.7024,0.1410,1
-0.4227,-2.3001,0
2.7664,-2.7787,0
2.8090,-1.0179,1
-2.1014,1.1435,0
-0.9444,0.8507,1
0.5389,-0.7975,0
-0.9304,-2.4063,0
1.4439,2.2641,1
-2.1781,2.6343,1
1.3514,0.7665,1
0.4571,-0.3440,1
2.7803,2.3264,1
2.9256,-1.7059,1
-2.4518,-2.0298,0
-0.1495,-2.9084,0
-1.8065,-2.5755,0
-2.7717,-0.9458,0
-1.8438,-1.0958,0
0.1945,-1.9764,0
-1.1794,-1.2686,0
2.6351,1.0620,1
-1.2995,-2.1264,0
-2.7864,2.7679,1
