feature1,feature2,label
0.2293,-2.7667,0
-1.3538,2.2783,1
1.1969,1.5790,1
1.5220,-2.5298,0
0.4716,-2.8078,0
-2.5351,-2.2834,0
-1.2727,1.4139,1
-0.4582,1.9515,1
0.7770,0.1074,1
1.7888,-0.1512,1
2.9127,1.9045,1
-1.6082,2.9264,1
-2.5500,-2.2744,0
-1.6447,-0.0015,0
-2.9438,0.7483,0
-2.5114,-1.1405,0
2.9931,-1.9623,0
-1.7980,-1.0091,0
2.8673,2.3536,1
0.8572,1.7657,1
0.2408,0.3433,1
-0.6464,-2.3137,0
-0.7935,2.0794,1
-0.2529,0.1866,1
-1.2369,-2.9256,0
-2.3283,0.9596,0
2.5308,1.1514,1
-0.2434,2.0380,1
-0.0507,1.2999,1
-2.5453,2.7112,1
-2.3383,-1.7717,0
-1.8463,2.0699,1
0.5759,-0.5726,0
-2.9588,2.5959,1
-1.6296,0.8779,1
0.4538,-0.6615,0
2.3048,-0.3101,1
0.3401,0.2910,1
-2.4187,2.1777,1
-0.9572,-2.6327,0
-2.0149,2.9549,1
-2.4614,0.3141,0
-0.8274,-2.5208,0
-1.1584,-0.2317,0
-1.4401,0.7947,1
-0.7021,0.3030,0
2.3788,-2.5288,0
2.9890,2.6202,1
2.1239,-1.8149,0
0.8991,-0.3107,1
0.2445,-1.4710,0
-1.4854,2.5559,1
0.6093,-2.1650,0
-0.8657,2.1349,1
-0.1801,-1.9439,0
0.1369,0.2064,1
-0.5519,2.0513,1
-0.2623,0.7820,1
-0.0880,1.0528,1
1.3644,-1.4819,0
2.6895,2.2299,1
-2.7422,-1.1171,0
0.3281,0.6358,1
1.2456,-0.1710,1
-2.3522,-1.7047,0
2.6787,-2.0288,0
-1.5278,1.4253,1
1.1899,2.6571,1
-2.7365,0.6274,0
-0.5194,-2.3613,0
-2.7218,1.1418,0
1.1286,0.7549,1
-2.5004,-2.3045,0
-0.4310,2.6932,1
-0.4367,-2.3035,0
-1.9121,-1.9774,0
-0.6844,2.1583,1
-2.2290,2.9100,1
-1.2533,-2.7870,0
0.3582,-0.9325,0
-0.7589,1.0459,1
-2.5468,-0.1923,0
-0.8340,1.3010,1
-1.3120,0.2810,0
1.5623,0.7360,1
-2.6316,-0.3372,0
-1.0397,-2.9320,0
0.5750,2.2363,1
-0.5718,-2.7094,0
2.8767,-1.8474,1
2.1934,-0.0851,1
-0.2931,2.5589,1
0.5315,-0.7546,0
-1.7239,0.7655,0
1.7061,1.0735,1
1.3625,-2.1575,0
-0.0565,-1.4777,0
-0.9159,1.4489,1
-0.8195,-1.6234,0
1.5028,-0.1373,1
-0.8237,2.8433,1
-0.6260,-2.4951,0
1.0181,-2.8598,0
1.4917,2.9112,1
-2.7309,2.6293,1
0.2695,-1.0363,0
0.8016,0.9094,1
2.9918,2.9177,1
1.6462,0.4398,1
1.4535,0.8234,1
1.6221,2.0738,1
0.6645,-0.5674,0
-0.5679,1.6353,1
2.0497,-0.0776,1
2.9892,-1.5126,1
-0.1736,2.1746,1
2.3187,1.3865,1
-2.0578,0.8498,0
-0.1435,1.3842,1
2.0152,-1.9440,0
1.3536,-1.0546,1
1.1101,2.0428,1
1.2418,1.4487,1
1.0506,-0.8274,0
-2.4096,-2.3584,0
-2.4042,-2.1311,0
-2.6979,0.4011,0
-2.9432,2.0263,1
0.5706,-1.4337,0
1.7240,2.9807,1
-2.4897,0.0834,0
2.0601,-0.9565,1
-0.5130,2.2120,1
-0.1365,-0.4324,0
-2.3204,-0.6104,0
-2.2558,2.2727,1
-0.7303,-1.1037,0
-2.2477,0.5256,0
-0.1579,-0.5556,0
-2.6157,0.4665,0
1.0545,2.8827,1
1.6960,0.6216,1
-1.4953,1.5529,1
-1.1417,-0.9890,0
1.8804,-0.5414,1
-2.2921,2.8048,1
-0.4842,0.2308,0
-2.6100,-1.4625,0
1.1284,-2.7622,0
0.6753,-0.0951,1
1.7758,-2.3979,0
2.9155,-0.5869,1
0.3014,-0.1858,1
-1.3034,1.5047,1
-1.8511,2.4142,1
-1.9786,2.7581,1
-2.5087,1.1137,0
-0.8734,-2.0153,0
-2.0293,-0.1883,0
-1.4211,0.8253,1
-2.5729,-0.1203,0
-2.8366,-0.7935,0
0.7967,0.3449,1
2.8678,-1.6225,1
0.9259,0.4228,1
-1.8078,-2.2093,0
-1.9628,-1.5231,0
2.9735,1.7346,1
-0.7841,0.3871,0
1.5155,-2.0482,0
0.8190,-0.1099,1
1.1424,2.8961,1
2.7554,0.0572,1
2.8286,2.5464,1
0.2124,-2.1737,0
2.2307,2.3854,1
-1.6805,-2.8266,0
0.0439,-1.3352,0
-0.0720,0.3787,1
-1.5603,-1.1895,0
0.9407,-0.0249,1
0.3781,-1.0253,0
-0.6076,0.5745,1
0.3062,1.2332,1
0.2547,-2.6163,0
1.2052,-0.4989,1
-1.5248,-1.1721,0
-1.9586,-2.7306,0
-0.8903,-1.7194,0
-1.2846,-0.7661,0
1.0535,1.2265,1
-1.8097,0.7289,0
-2.3897,2.3834,1
-1.3770,-0.8557,0
-0.0855,-2.8578,0
-1.6985,-1.2902,0
0.6293,-0.9632,0
1.1439,-1.7518,0
-0.7099,-2.8511,0
-0.4821,-1.6567,0
0.7943,0.0079,1
-2.6006,-2.4120,0
-1.7604,-2.6023,0
-0.8981,-0.6484,0
-1.1304,-0.6922,0
1.4305,-1.8520,0
0.1174,-0.3069,0
-0.3396,0.0325,0
-0.1985,-1.6092,0
-2.1877,2.7571,1
-1.2051,-0.0874,0
-1.8638,0.9867,1
-2.5618,-0.6183,0
0.1968,-2.9618,0
2.5417,-0.6488,1
2.1445,-0.0738,1
-0.5415,-1.9523,0
-0.0148,-1.0245,0
2.9986,1.6480,1
1.5686,-0.3359,1
1.1089,0.0374,1
-0.5312,0.6266,1
-1.1400,-1.1590,0
-2.7621,-2.0555,0
0.1687,-0.7470,0
0.5154,2.7764,1
-2.4678,-2.0019,0
-2.3765,-0.4525,0
1.3652,-1.7742,0
0.2534,2.7878,1
1.2790,1.5135,1
-2.1752,-2.7882,0
2.5885,1.3066,1
1.7463,1.4311,1
2.2891,-0.6552,1
0.4796,-0.4210,1
1.2071,0.7256,1
0.5460,1.9039,1
2.3041,-1.6282,0
-1.7081,-0.3440,0
0.4032,-2.5068,0
0.5931,2.2735,1
-1.9394,-2.7672,0
-1.0622,1.6261,1
-1.6177,0.4151,0
1.9346,2.6790,1
-0.1398,-2.7204,0
-0.0388,-0.2241,0
0.1545,-2.4209,0
-0.9158,1.4724,1
0.5236,-0.1401,1
1.4192,-1.2002,0
0.5244,-0.9348,0
0.5099,-1.1331,0
-2.8080,-2.0130,0
0.1217,0.7611,1
-0.5613,-0.5930,0
-2.6582,1.1332,0
1.7583,0.1739,1
-0.3823,1.6107,1
-2.4640,2.7160,1
-2.9152,-2.5075,0
1.3741,1.0105,1
1.2331,-0.4150,1
-1.9426,1.0227,1
-1.8706,0.9096,0
1.2274,-0.4850,1
-0.9831,-2.7844,0
-2.9960,-2.6591,0
-1.3268,2.8762,1
1.4773,-2.4503,0
0.9746,0.0409,1
-2.0304,1.8939,1
-2.5154,2.8153,1
1.5469,-2.0515,0
2.3161,-2.0713,0
-1.5370,-2.2609,0
-0.9566,1.3654,1
1.7659,-0.6457,1
0.2917,-2.0379,0
-2.9557,2.4312,1
1.2425,2.7694,1
0.9166,2.7552,1
-0.2824,2.6462,1
-1.9906,-1.6791,0
-2.2672,1.0193,0
-1.8925,-2.2367,0
1.8781,-1.9783,0
0.0240,1.4255,1
1.6512,-2.5450,0
-1.5768,-1.9429,0
1.3692,0.5516,1
-0.2775,1.6694,1
-0.2314,0.8905,1
-2.4950,-2.9243,0
-2.4857,1.4797,1
0.6411,-2.8288,0
0.9417,1.5810,1
-0.2803,-2.0074,0
-2.2319,-2.7607,0
-2.4682,2.8150,1
2.5847,0.1195,1
1.8718,-0.0516,1
1.9907,2.0660,1
-1.1851,-1.8654,0
2.9826,-1.9186,1
0.6589,0.8271,1
0.1621,0.5778,1
2.9790,-2.2041,0
-1.1332,1.0797,1
-1.2407,-2.1970,0
0.3397,-2.0657,0
-1.0747,-1.7819,0
2.6341,0.0886,1
2.2220,0.9968,1
2.1079,0.8098,1
-2.2358,-1.2174,0
-0.1937,0.6440,1
-0.3455,-0.2873,0
-0.8335,1.1844,1
0.1824,0.5771,1
1.8824,-2.8246,0
2.3188,-1.7875,0
-0.5790,-0.0999,0
1.0085,-0.4882,1
-1.2966,1.3503,1
2.0608,0.9541,1
-2.7228,2.7625,1
2.0516,1.0111,1
1.3870,-2.9323,0
-2.1678,0.4063,0
2.7672,0.3039,1
-0.6778,1.5228,1
-2.6337,-1.5391,0
-2.9467,-0.8676,0
1.2585,-0.5189,1
0.0368,-2.8773,0
1.6514,0.9520,1
-1.3149,-2.5745,0
-0.8580,-0.8717,0
0.2714,-2.8669,0
-2.3284,1.6112,1
0.5192,-0.9372,0
0.5968,0.0021,1
0.8879,-1.7826,0
1.1763,-2.9692,0
2.6202,1.9467,1
-2.4603,0.0980,0
1.2574,-1.5908,0
1.4620,2.6383,1
2.7763,1.8838,1
-1.7237,2.4726,1
0.8050,-2.6826,0
-1.5893,1.4704,1
-0.9834,-0.4810,0
2.4547,-2.3752,0
-0.3726,0.4346,1
-2.6760,0.4923,0
-1.6385,-1.2722,0
2.4134,0.6284,1
-2.7228,-0.5938,0
1.8543,-0.1151,1
1.4369,0.6516,1
-0.8543,1.0653,1
0.5364,-1.8179,0
-1.6118,1.7778,1
0.3307,1.7370,1
0.7841,-1.9978,0
2.1614,0.5702,1
1.3145,2.1503,1
2.2708,-0.4510,1
1.5126,-1.7439,0
-2.7040,1.4894,0
-0.1128,2.5091,1
0.1288,-1.1879,0
-0.3021,-2.7263,0
-1.1300,1.5722,1
0.3494,-1.4160,0
2.9159,-2.7773,0
0.2113,-1.5656,0
-1.4792,-1.4873,0
2.8249,-1.9838,1
-2.0517,-0.2858,0
-2.2229,2.9194,1
1.7883,-1.4793,0
-2.8004,2.7015,1
0.6691,-1.1909,0
-1.6938,2.6936,1
2.2948,-1.3560,1
-0.9036,2.2789,1
-0.9625,-1.4683,0
1.4337,-0.0032,1
-2.6336,1.2576,0
-0.2796,-0.7487,0
1.1568,2.8893,1
-1.3547,-0.6720,0
0.3269,-0.9396,0
0.1486,-1.4236,0
-0.2611,0.8032,1
0.5382,-2.3452,0
-2.2092,1.9047,1
2.3105,-1.4132,1
-2.7067,-1.5317,0
-0.7819,-2.4008,0
1.8022,2.6345,1
0.5307,0.8477,1
0.4228,-1.7093,0
-1.7736,0.7524,1
-0.4048,-1.7245,0
-1.1962,-2.9456,0
-1.7332,-0.7496,0
-0.5741,2.5564,1
0.6691,-0.7195,0
2.6687,0.0147,1
2.3900,-1.8874,0
-2.2844,-2.6702,0
-2.0895,0.8064,0
-1.3199,0.2580,0
-0.6939,2.7221,1
-1.5075,-0.0646,0
-2.4475,-1.4109,0
-0.5745,1.7566,1
2.2347,-1.7159,0
-0.4583,0.1093,0
-0.1808,-2.7136,0
-2.2805,-1.3258,0
-2.2314,1.4365,1
-0.9102,-0.2179,0
-0.7160,1.1895,1
-0.0832,0.9783,1
2.1322,-2.3417,0
-2.1524,-2.4407,0
-1.7485,-2.4116,0
-0.3676,-2.9260,0
2.0362,0.5985,1
-0.1680,-2.4830,0
-2.1173,-2.1382,0
0.7591,-2.2461,0
-0.9455,0.1625,0
0.5535,0.7001,1
-2.9804,2.3582,1
-2.1774,-0.4013,0
-1.8874,-1.1041,0
1.0649,0.3122,1
-0.2443,0.6864,1
0.7628,-0.4806,1
-2.3798,-0.9384,0
-0.1291,1.6226,1
-1.1788,2.1133,1
2.1167,-2.8543,0
2.9427,0.7874,1
-0.2372,-0.7024,0
2.0835,1.0671,1
1.2991,1.8937,1
1.7751,1.1545,1
1.0069,2.9248,1
-0.8427,-0.5031,0
2.5501,-0.0266,1
-0.5958,-1.4935,0
-1.7694,-2.7327,0
2.2481,-2.9437,0
-2.5119,0.4285,0
0.3763,-2.5290,0
-2.9572,-0.7767,0
-2.3003,1.5138,1
-2.3155,-1.8873,0
2.9910,-1.6813,1
0.9071,1.6077,1
0.4730,1.4369,1
-1.3967,-1.3225,0
1.2485,-0.3587,1
-0.3574,2.3779,1
-0.2878,-2.0022,0
0.3002,-1.7449,0
-1.9476,1.4655,1
1.6828,-1.6450,0
-1.8930,0.0340,0
0.8312,-1.9212,0
-0.6442,-0.7345,0
-2.2384,-0.9728,0
-1.3880,-1.9744,0
0.2036,-0.8610,0
-2.4103,2.4777,1
-2.7697,2.6082,1
-2.4194,0.1573,0
0.9999,-1.9538,0
0.9011,0.4372,1
-0.7370,0.4521,1
0.8106,0.4417,1
-1.3340,-0.9664,0
-1.1424,-2.9213,0
-2.8023,1.6442,1
-0.4075,0.3083,1
-2.8513,-2.9550,0
-0.3670,1.0149,1
1.1455,-2.3452,0
1.5040,-0.7474,1
2.9451,1.2882,1
-1.6124,2.9877,1
1.0747,-1.2454,0
-2.3078,-1.3104,0
-1.7689,1.3347,1
-0.4692,-2.5232,0
0.9056,-2.6200,0
-2.9139,1.0461,0
-0.0653,-2.3165,0
-1.5526,-2.6304,0
2.8577,1.6817,1
1.3737,2.4174,1
-2.7286,1.5957,0
2.6421,-0.8301,1
2.5499,0.8842,1
-1.7479,1.8995,1
0.9435,1.0442,1
2.9911,-1.3186,1
2.0060,-1.0503,1
-2.4978,-1.3879,0
-0.0511,-1.0340,0
-0.3129,0.7170,1
-0.0401,1.1335,1
2.2137,0.9499,1
-2.7007,2.5973,1
1.5308,-2.0052,0
2.0281,-0.2408,1
-0.0228,-1.6530,0
-1.4207,-2.8725,0
2.3727,-2.5924,0
0.4210,2.0134,1
-1.4378,2.1802,1
-1.8565,2.3673,1
-0.5251,0.2031,0
2.6400,1.5473,1
2.2201,-1.3885,1
-0.8059,-1.0556,0
-2.4003,0.6057,0
1.1457,-0.0481,1
0.2634,-2.0099,0
-0.3255,-0.1662,0
1.4308,-0.1443,1
0.5466,-2.1632,0
2.5552,-2.5966,0
2.4600,-0.5071,1
-1.2824,0.4681,1
2.7094,-2.5737,0
-0.5798,1.5278,1
2.5689,-1.5436,1
2.1003,1.4913,1
0.1050,0.6134,1
2.2805,1.7055,1
0.6984,2.4256,1
2.9893,0.0950,1
0.9664,1.5873,1
2.1558,-2.8078,0
1.1075,1.7746,1
-0.2595,-0.4441,0
0.7532,-1.2710,0
2.3809,-2.3558,0
0.2549,-2.0341,0
-1.7976,0.5190,0
-2.1344,-0.1138,0
-2.5685,2.7871,1
0.8419,-1.3525,0
2.0693,2.3357,1
-1.9697,1.1545,0
-0.0346,-1.7941,0
2.4232,2.1244,1
2.9156,2.2893,1
-0.2919,0.1142,1
-1.7608,0.3044,0
-0.9907,1.3226,1
-0.5739,0.8306,1
2.9295,2.2523,1
2.6337,-0.7071,1
2.3934,-1.5950,0
-1.1252,2.7496,1
1.2289,-2.0357,0
-2.2663,2.9019,1
-0.4335,1.0730,1
-0.0905,-2.9722,0
0.3997,-0.8768,0
0.0235,-0.0008,0
2.1087,1.2541,1
2.1266,-0.4573,1
0.3481,2.7094,1
-1.3044,-2.6275,0
-0.1553,0.9063,1
1.2709,-2.4014,0
1.6323,-1.3095,1
-1.2198,-0.6366,0
2.4386,1.0338,1
-2.7666,1.5344,1
2.6168,0.4692,1
1.7648,1.4492,1
-0.6930,2.0827,1
0.0460,0.9136,1
-1.6489,-2.2899,0
-1.9404,0.4600,0
2.3203,2.7437,1
-0.8484,2.6912,1
-1.1011,-1.4655,0
1.9640,-0.3239,1
1.9976,-1.5325,0
-1.0859,0.7047,1
2.0882,-0.4963,1
-0.3668,1.0119,1
2.5599,-2.9338,0
-0.6098,-0.9019,0
-1.4853,0.0088,0
2.5956,1.5164,1
2.1768,0.9353,1
0.3456,-2.3768,0
-1.0704,1.6923,1
-2.0816,-0.6612,0
-2.1226,2.7344,1
1.4123,0.6231,1
-1.9268,0.5291,0
-1.1473,-2.7984,0
2.3691,1.4007,1
-1.2152,0.7936,0
-2.7886,-1.3357,0
-0.2969,0.5425,1
1.2427,0.5223,1
2.6444,2.0020,1
-0.6109,-2.5386,0
0.3647,0.8861,1
1.3525,-0.1137,1
1.9546,1.6705,1
2.8087,0.1551,1
-2.8059,0.8684,0
-2.5666,2.5312,1
2.5213,0.1177,1
-1.8494,-2.6914,0
2.9194,-1.4360,1
0.4966,-2.2597,0
0.8204,-2.8747,0
0.7595,2.4423,1
-1.5983,-1.7679,0
-0.4163,-2.6455,0
-0.2032,0.3262,1
-1.7842,-2.5905,0
-0.6712,2.9958,1
-0.9642,1.6590,1
0.8501,-1.2665,0
2.8324,1.3176,1
2.5840,-1.1138,1
1.7209,1.6102,1
-0.0680,-0.4507,0
-2.8983,1.8798,0
-0.9778,-2.6362,0
-2.7294,-2.8095,0
1.9654,-2.8984,0
-2.9940,2.9031,1
0.3226,-1.0569,0
0.5239,-0.8351,0
1.0703,-2.4967,0
-1.1647,0.7032,1
1.2095,2.1701,1
-2.2519,1.0076,0
-2.0466,-2.0770,0
2.6547,0.6235,1
1.2755,0.0226,1
-1.7954,-0.5708,0
2.7200,0.9071,1
-1.1820,2.8770,1
1.1163,-2.5204,0
-0.8062,2.4229,1
-1.5211,-2.9079,0
2.7703,2.3093,1
-2.0776,-0.9429,0
-1.3242,-1.7169,0
-2.5964,-0.7088,0
1.5969,0.5861,1
0.6686,-2.5359,0
0.5864,2.0812,1
1.6160,2.4423,1
-2.4758,1.2481,0
-0.1976,-2.0265,0
-0.6530,-0.3936,0
-1.5361,0.3010,0
1.2115,2.2955,1
-1.2696,0.0512,0
-0.6416,-1.0936,0
-0.4522,2.0394,1
2.6150,2.3100,1
0.9566,0.1970,1
1.0550,-2.3041,0
-1.0238,2.7662,1
-1.9721,-0.6716,0
-2.0698,0.3861,0
0.2895,1.5896,1
2.2604,-0.5189,1
2.6431,0.5650,1
2.1292,-0.9888,1
-1.2026,2.0555,1
-1.7710,0.5538,0
1.5603,-2.7785,0
-2.5286,-2.5425,0
2.0384,-1.3899,0
2.2406,1.3001,1
-2.2566,-1.6056,0
-0.4688,-0.2693,0
-1.7773,1.0777,1
-2.1543,-2.0325,0
-2.3066,-0.7467,0
1.0496,0.0573,1
-0.8922,-2.9451,0
1.9642,-0.4959,1
-0.9901,1.4917,1
2.9632,-2.7681,0
-2.3627,0.3198,0
2.7893,-1.1819,1
-2.6284,-2.2293,0
-0.3267,-1.9936,0
-2.3755,1.8384,1
-1.2861,2.7349,1
-0.6382,-2.9795,0
2.0633,-0.6575,1
1.6415,1.3782,1
-0.5812,1.0303,1
-0.0343,-2.8677,0
0.9085,-0.2950,1
-1.0867,-2.9522,0
1.0723,-2.6435,0
-1.5641,-2.1954,0
-0.1762,-1.4749,0
1.0098,1.8127,1
2.5573,0.1220,1
-0.9402,1.6771,1
0.9354,0.4569,1
2.7367,-2.9635,0
2.6560,-2.9182,0
0.8320,-2.5945,0
1.0704,-0.6496,1
1.0958,-2.2552,0
-1.2684,-0.9617,0
0.6385,0.0902,1
2.8797,1.2584,1
2.2080,-0.6454,1
1.8027,2.1909,1
0.0816,1.0290,1
-1.9737,-1.1023,0
-0.5918,1.8081,1
1.3797,2.8838,1
-0.9857,-1.6364,0
-0.5697,0.2903,1
-2.7933,-2.1682,0
0.1000,1.3769,1
0.4339,-1.5857,0
1.5800,0.2642,1
-2.9255,2.1210,1
2.6595,-1.6749,0
-0.5199,1.2863,1
-1.9268,2.8385,1
1.3796,2.9906,1
-2.1012,-2.8912,0
2.4233,1.4875,1
-1.4617,-1.2760,0
0.7591,0.3942,1
0.3869,2.0723,1
-1.2597,1.8852,1
-2.5228,-0.0674,0
1.5923,0.9135,1
-2.8068,-0.1231,0
1.1523,-2.7283,0
1.5024,1.7802,1
1.7135,2.0802,1
-0.5939,-2.9308,0
-1.7091,2.6251,1
-1.4630,2.7374,1
-2.4998,0.1532,0
-0.5646,1.7004,1
-1.0458,2.5810,1
-0.7172,-0.9269,0
-1.7926,-0.5686,0
2.0652,-0.7807,1
2.4224,1.7032,1
-1.1020,-2.9718,0
0.0323,2.3866,1
2.0027,2.0491,1
-1.6762,1.1339,1
0.4439,-1.6289,0
0.4658,1.2151,1
2.8331,-2.0646,0
-1.9225,-0.2275,0
-2.2022,-0.6879,0
2.4466,1.3839,1
0.7971,-0.1825,1
-2.1541,2.0347,1
-1.4630,-2.8215,0
1.6193,2.3212,1
-2.7786,1.7170,1
-0.4197,-0.1202,0
0.9276,1.3941,1
2.8898,-1.6927,1
-2.1067,-2.7647,0
1.4928,-1.9662,0
-2.4987,-0.1838,0
-0.5624,1.7806,1
-0.3608,2.5237,1
0.6489,1.7536,1
1.7075,-1.2096,0
-0.0563,-2.6160,0
-1.6397,0.2288,0
1.2035,-1.5166,0
-2.9493,-0.2393,0
2.7572,0.6311,1
-1.2768,0.2977,0
-1.3539,-1.4841,0
-0.0107,1.0440,1
0.3693,1.3149,1
1.6969,0.5462,1
-2.6302,-2.8959,0
1.8336,2.4249,1
-0.2756,-0.8219,0
2.0770,2.4102,1
-1.4109,-0.0950,0
-1.8334,-1.0658,0
2.3101,1.6263,1
-2.9526,-2.8915,0
-1.7352,0.1298,0
1.8282,2.8331,1
-2.4390,-2.3025,0
-2.7302,2.3178,1
2.1466,-1.3039,1
0.0976,-0.0846,1
2.6054,2.2802,1
-0.1077,-1.8694,0
-2.4135,-0.1209,0
-1.4397,0.3797,0
1.8479,-1.5758,0
-0.3291,-1.9585,0
-1.9376,-0.6394,0
2.2425,2.3670,1
1.7934,-2.8197,0
-2.9156,0.2828,0
0.1675,-1.3393,0
-0.7301,-1.0329,0
-2.7038,-1.9262,0
-2.2434,-2.9980,0
0.0445,-0.0282,1
2.5532,-2.6332,0
1.1411,-2.1008,0
-1.3218,-0.8597,0
-1.3508,1.8898,1
2.1606,-1.3365,1
1.1209,0.7228,1
0.8659,2.1072,1
0.4447,2.5989,1
0.6287,-1.5791,0
0.6545,-2.0321,0
0.4782,0.9923,1
-1.9745,1.6569,1
-1.3839,-0.6213,0
-0.4308,-0.2148,0
0.1092,-0.6816,0
-0.6948,-0.4645,0
-1.1580,-1.7028,0
1.5857,-0.6268,1
0.0305,-0.8803,0
2.4684,0.3331,1
-0.6661,2.3240,1
0.1838,1.7286,1
-2.8167,0.5525,0
1.4400,2.6818,1
-0.0433,1.8136,1
1.7637,1.2660,1
2.6664,-1.4124,1
-2.3128,-1.5428,0
-1.4804,0.3759,0
-2.9731,2.7113,1
-1.6574,1.7321,1
0.5757,-0.7039,0
-1.0933,0.3462,0
-0.9391,1.2548,1
2.5763,0.0364,1
-2.7172,-1.2590,0
-2.1913,2.7146,1
-1.0251,-2.2298,0
-2.6398,0.1924,0
-1.5639,0.8866,0
2.2491,-2.7032,0
1.9122,-0.5407,1
-0.7274,0.3730,1
-2.7161,-2.2427,0
-1.8442,-0.6281,0
0.4847,-1.9728,0
-1.3852,-1.4377,0
1.3563,-0.8166,1
-2.6906,-1.9762,0
2.1782,-2.4229,0
0.5179,-2.2592,0
2.1328,-2.4638,0
-1.8045,-0.9034,0
0.7731,-0.3877,1
0.8326,-0.4674,1
-1.8926,1.1179,0
-1.4878,-1.4004,0
-2.9645,-1.5082,0
-0.4445,-0.5645,0
0.5148,0.8334,1
-0.3944,-1.2914,0
-2.9164,-2.4264,0
-0.2065,-0.0247,1
-1.9592,-0.6748,0
-1.2817,0.0177,0
-2.1660,-2.5999,0
-1.5888,-0.5078,0
-0.7709,1.1982,1
1.7859,2.9528,1
1.3866,-1.9814,0
0.4627,-1.0059,0
1.5731,0.6528,1
-1.9710,-1.9325,0
-2.0729,1.4488,1
1.0995,2.8004,1
-0.6598,1.4818,1
-0.0988,2.6616,1
1.1525,-2.3249,0
-0.2707,1.0424,1
0.7012,-0.9838,0
1.2917,-2.3209,0
-1.6217,-1.8878,0
0.3974,0.5191,1
-0.4994,2.9090,1
